make,model,vehicle_class,engine_size,cylinders,fuel_type,fuel_consumption_comb,co2_emissions
250.8461538461531,262.9789524162959,0,4.2,8,3,13.3,306
250.8461538461531,262.9789524162959,0,4.2,8,3,13.4,308
250.8461538461531,262.9789524162959,0,4.0,8,3,12.5,293
250.8461538461531,251.99643207738652,0,3.0,6,3,11.4,262
250.8461538461531,251.99643207738652,0,3.0,6,3,12.4,285
250.8461538461531,252.30508164601082,0,3.0,6,3,11.4,262
250.8461538461531,252.30508164601082,0,3.0,6,3,12.4,285
250.8461538461531,252.30508164601082,0,3.0,6,3,11.6,267
250.8461538461531,254.7261654147706,0,4.0,8,3,12.2,281
250.8461538461531,254.85804282239823,0,4.0,8,3,12.2,281
250.8461538461531,261.84754542666167,0,4.0,8,3,12.8,300
250.8461538461531,250.7605411988349,3,3.0,6,3,12.7,292
250.8461538461531,236.33360438264822,0,2.0,4,3,9.1,209
250.8461538461531,236.33360438264822,5,2.0,4,3,9.1,209
250.8461538461531,244.89271952542543,0,2.0,4,3,10.3,237
250.8461538461531,244.89271952542543,5,2.0,4,3,10.3,237
309.6182266009852,313.3555825556849,0,4.0,8,3,13.4,314
309.6182266009852,313.3555825556849,0,6.0,12,3,15.5,356
309.6182266009852,313.3555825556849,0,4.0,8,3,14.2,332
309.6182266009852,313.3555825556849,0,6.0,12,3,16.5,380
309.6182266009852,313.3555825556849,0,6.0,12,3,16.5,380
309.6182266009852,281.1711745749867,0,6.0,12,3,16.5,388
309.6182266009852,287.8199745763821,0,6.8,8,3,19.0,437
254.00759013282732,231.60434784048277,0,2.0,4,3,8.4,193
254.00759013282732,231.60434784048277,0,2.0,4,3,8.7,200
254.00759013282732,231.60434784048277,0,2.0,4,3,8.8,202
254.00759013282732,230.43631290769179,0,2.0,4,0,6.7,181
254.00759013282732,230.43631290769179,3,2.0,4,0,6.7,181
254.00759013282732,231.60434784048277,0,2.0,4,3,8.4,193
254.00759013282732,231.60434784048277,0,2.0,4,3,8.7,200
254.00759013282732,231.60434784048277,0,2.0,4,3,9.1,209
254.00759013282732,231.60434784048277,0,2.0,4,3,9.1,209
254.00759013282732,231.60434784048277,3,2.0,4,3,9.1,209
254.00759013282732,231.60434784048277,0,3.0,6,3,9.6,221
254.00759013282732,231.60434784048277,0,3.0,6,3,10.0,230
254.00759013282732,231.60434784048277,0,3.0,6,3,9.9,228
254.00759013282732,231.60434784048277,0,3.0,6,3,10.3,237
254.00759013282732,231.60434784048277,0,3.0,6,3,10.1,232
254.00759013282732,231.60434784048277,0,2.0,4,3,8.4,193
254.00759013282732,231.60434784048277,0,2.0,4,3,8.7,200
254.00759013282732,231.60434784048277,0,2.0,4,3,9.1,209
254.00759013282732,231.60434784048277,0,3.0,6,3,9.6,221
254.00759013282732,231.60434784048277,0,3.0,6,3,10.0,230
254.00759013282732,231.60434784048277,0,3.0,6,3,9.9,228
254.00759013282732,231.60434784048277,0,3.0,6,3,10.3,237
254.00759013282732,231.60434784048277,0,2.0,4,3,8.8,202
254.00759013282732,231.60434784048277,0,2.0,4,3,9.1,209
254.00759013282732,230.43631290769179,0,3.0,6,0,7.9,213
254.00759013282732,231.60434784048277,0,3.0,6,3,10.1,232
254.00759013282732,231.60434784048277,0,3.0,6,3,10.7,246
254.00759013282732,231.60434784048277,0,4.4,8,3,12.2,281
254.00759013282732,231.60434784048277,0,4.4,8,3,12.7,292
254.00759013282732,231.60434784048277,0,3.0,6,3,10.1,232
254.00759013282732,231.60434784048277,0,4.4,8,3,12.7,292
254.00759013282732,231.60434784048277,0,4.4,8,3,12.2,281
254.00759013282732,231.60434784048277,0,4.4,8,3,12.7,292
254.00759013282732,231.60434784048277,0,3.0,6,3,10.7,246
254.00759013282732,231.60434784048277,0,4.4,8,3,12.7,292
254.00759013282732,231.60434784048277,0,4.4,8,3,12.7,292
254.00759013282732,231.60434784048277,0,6.0,12,3,15.5,356
254.00759013282732,241.7744959305322,0,3.0,6,3,8.3,191
254.00759013282732,241.7744959305322,0,3.0,6,3,9.3,214
254.00759013282732,241.7744959305322,0,3.0,6,3,9.2,212
254.00759013282732,262.7821244695982,0,4.4,8,3,12.7,292
254.00759013282732,262.7821244695982,0,4.4,8,3,12.7,292
254.00759013282732,284.47706743898846,0,4.4,8,3,14.7,338
254.00759013282732,284.47706743898846,0,4.4,8,3,13.8,317
254.00759013282732,284.47706743898846,0,4.4,8,3,14.7,338
254.00759013282732,284.47706743898846,0,4.4,8,3,13.8,317
254.00759013282732,284.47706743898846,0,4.4,8,3,14.7,338
254.00759013282732,284.47706743898846,0,4.4,8,3,13.8,317
254.00759013282732,284.47706743898846,0,4.4,8,3,14.7,338
254.00759013282732,284.47706743898846,0,4.4,8,3,13.8,317
254.00759013282732,269.0950281991798,3,2.0,4,3,9.1,209
254.00759013282732,269.0950281991798,3,3.0,6,3,11.3,260
254.00759013282732,269.0950281991798,3,2.0,4,3,10.0,230
254.00759013282732,269.0950281991798,3,3.0,6,3,11.0,253
254.00759013282732,269.0950281991798,6,3.0,6,3,11.1,255
254.00759013282732,269.0950281991798,6,4.4,8,3,13.9,320
254.00759013282732,269.0950281991798,6,4.4,8,3,16.1,370
254.00759013282732,269.0950281991798,6,3.0,6,3,11.9,274
254.00759013282732,269.0950281991798,6,4.4,8,3,14.1,324
254.00759013282732,246.49046796474022,5,2.0,4,3,9.1,209
254.00759013282732,246.49046796474022,5,2.0,4,3,8.7,200
254.00759013282732,246.49046796474022,5,3.0,6,3,12.1,278
254.00759013282732,246.49046796474022,5,3.0,6,3,11.0,253
254.00759013282732,246.49046796474022,5,3.0,6,3,12.1,278
233.06260822647195,264.0989638162412,6,3.6,6,2,12.3,283
233.06260822647195,264.0989638162412,6,3.6,6,2,12.6,290
233.06260822647195,220.4020877672993,3,1.4,4,2,8.5,196
233.06260822647195,220.4020877672993,3,1.4,4,2,9.2,212
233.06260822647195,243.83221827724032,0,3.6,6,2,11.5,264
233.06260822647195,243.83221827724032,0,3.6,6,1,15.6,250
233.06260822647195,243.83221827724032,0,3.6,6,2,11.5,264
233.06260822647195,243.83221827724032,0,3.6,6,1,16.5,264
233.06260822647195,243.83221827724032,0,2.4,4,2,8.2,189
233.06260822647195,237.53832635391257,0,2.0,4,3,9.9,228
233.06260822647195,237.53832635391257,0,2.0,4,3,9.8,225
233.06260822647195,237.53832635391257,0,2.0,4,3,10.7,246
233.06260822647195,237.53832635391257,0,2.4,4,2,8.2,189
233.06260822647195,243.65384629387236,0,2.0,4,3,9.9,228
233.06260822647195,243.65384629387236,0,2.0,4,3,9.8,225
233.06260822647195,243.65384629387236,0,2.4,4,2,9.5,218
265.8544148765121,243.3334040014091,0,2.0,4,3,9.6,221
265.8544148765121,243.3334040014091,0,2.0,4,3,10.2,235
265.8544148765121,243.3334040014091,0,2.5,4,2,9.0,207
265.8544148765121,243.3334040014091,0,3.6,6,2,10.9,251
265.8544148765121,243.3334040014091,0,2.0,4,3,10.1,232
265.8544148765121,243.3334040014091,0,3.6,6,2,11.3,260
265.8544148765121,271.4101211508033,0,3.6,6,2,11.2,258
265.8544148765121,271.4101211508033,0,3.6,6,2,11.4,262
265.8544148765121,271.4101211508033,0,2.0,4,3,10.1,232
265.8544148765121,271.4101211508033,0,3.6,6,2,10.8,248
265.8544148765121,271.4101211508033,0,2.0,4,3,10.8,248
265.8544148765121,271.4101211508033,0,3.6,6,2,11.3,260
265.8544148765121,271.4101211508033,0,3.6,6,3,12.8,294
265.8544148765121,271.4101211508033,3,3.0,6,2,11.0,253
265.8544148765121,271.4101211508033,3,3.6,6,2,11.3,260
265.8544148765121,271.4101211508033,3,3.0,6,2,11.1,255
265.8544148765121,271.4101211508033,3,3.6,6,2,11.4,262
265.8544148765121,271.4101211508033,0,6.2,8,3,16.6,382
265.8544148765121,271.4101211508033,0,6.2,8,3,14.8,340
265.8544148765121,271.4101211508033,0,6.2,8,3,16.6,382
265.8544148765121,271.4101211508033,0,6.2,8,3,14.8,340
265.8544148765121,271.4101211508033,3,6.2,8,3,16.6,382
265.8544148765121,271.4101211508033,3,6.2,8,3,14.8,340
265.8544148765121,278.18974470444596,6,6.2,8,3,14.7,338
265.8544148765121,278.18974470444596,6,6.2,8,1,20.1,322
265.8544148765121,278.18974470444596,6,6.2,8,3,16.4,377
265.8544148765121,278.18974470444596,6,6.2,8,1,22.1,354
265.8544148765121,258.41873282834376,6,3.6,6,2,12.3,283
265.8544148765121,258.41873282834376,6,3.6,6,2,12.8,294
265.8544148765121,262.22867574515004,0,3.6,6,2,11.4,262
265.8544148765121,262.22867574515004,0,3.6,6,2,11.8,271
265.8544148765121,262.22867574515004,0,3.6,6,3,12.6,290
264.4344122657581,282.5750010411828,0,3.6,6,2,11.2,258
264.4344122657581,282.5750010411828,0,3.6,6,2,11.7,269
264.4344122657581,282.5750010411828,0,3.6,6,2,10.5,242
264.4344122657581,282.5750010411828,0,6.2,8,3,12.8,294
264.4344122657581,282.5750010411828,0,6.2,8,3,12.7,292
264.4344122657581,282.5750010411828,0,6.2,8,3,16.6,382
264.4344122657581,282.5750010411828,0,6.2,8,3,14.8,340
264.4344122657581,283.7358796243856,5,6.2,8,3,12.0,276
264.4344122657581,283.7358796243856,5,6.2,8,3,11.2,258
264.4344122657581,181.1756510145853,0,1.4,4,2,7.8,179
264.4344122657581,181.1756510145853,0,1.4,4,2,7.8,179
264.4344122657581,181.1756510145853,0,1.8,4,2,8.8,202
264.4344122657581,181.1756510145853,0,1.8,4,2,8.2,189
264.4344122657581,181.1756510145853,0,2.0,4,0,7.1,192
264.4344122657581,181.1756510145853,0,1.4,4,2,7.7,177
264.4344122657581,181.1756510145853,0,1.4,4,2,7.1,163
264.4344122657581,234.41260355499438,3,2.4,4,2,9.1,209
264.4344122657581,234.41260355499438,3,3.6,6,2,12.0,276
264.4344122657581,234.41260355499438,3,3.6,6,1,16.2,259
264.4344122657581,234.41260355499438,3,2.4,4,2,10.0,230
264.4344122657581,234.41260355499438,3,3.6,6,2,12.6,290
264.4344122657581,234.41260355499438,3,3.6,6,1,17.0,272
264.4344122657581,356.15868171613187,1,4.3,6,2,15.1,347
264.4344122657581,356.15868171613187,1,5.3,8,2,15.9,366
264.4344122657581,356.15868171613187,1,5.3,8,1,20.9,334
264.4344122657581,356.15868171613187,1,5.3,8,2,16.5,380
264.4344122657581,356.15868171613187,1,5.3,8,1,21.5,344
264.4344122657581,356.15868171613187,1,5.3,8,2,16.5,380
264.4344122657581,356.15868171613187,1,5.3,8,1,21.5,344
264.4344122657581,356.15868171613187,1,5.3,8,2,16.5,380
264.4344122657581,356.15868171613187,1,5.3,8,1,22.6,362
264.4344122657581,356.15868171613187,4,5.3,8,2,16.5,380
264.4344122657581,356.15868171613187,4,5.3,8,1,21.5,344
264.4344122657581,356.15868171613187,4,5.3,8,2,16.5,380
264.4344122657581,356.15868171613187,4,5.3,8,1,22.6,362
264.4344122657581,356.15868171613187,4,4.8,8,2,18.0,414
264.4344122657581,356.15868171613187,4,6.0,8,2,18.8,432
264.4344122657581,356.15868171613187,4,6.0,8,1,25.7,411
264.4344122657581,356.15868171613187,4,4.8,8,2,18.2,419
264.4344122657581,356.15868171613187,4,6.0,8,2,18.9,435
264.4344122657581,356.15868171613187,4,6.0,8,1,25.8,413
264.4344122657581,243.19263823429975,0,2.5,4,2,9.6,221
264.4344122657581,243.19263823429975,0,3.6,6,2,10.6,244
264.4344122657581,243.19263823429975,0,3.6,6,1,14.3,229
264.4344122657581,243.19263823429975,0,2.4,4,2,8.7,200
264.4344122657581,218.4832323706056,0,2.0,4,3,9.9,228
264.4344122657581,218.4832323706056,0,2.5,4,2,8.0,184
264.4344122657581,249.0166903911828,3,2.4,4,2,10.6,244
264.4344122657581,249.0166903911828,3,2.4,4,2,10.2,235
264.4344122657581,304.48427227257355,6,4.3,6,2,11.8,271
264.4344122657581,304.48427227257355,6,4.3,6,1,16.8,269
264.4344122657581,304.48427227257355,6,5.3,8,2,12.7,292
264.4344122657581,304.48427227257355,6,5.3,8,1,16.9,270
264.4344122657581,304.48427227257355,6,6.2,8,3,14.1,324
264.4344122657581,304.48427227257355,6,4.3,6,2,12.6,290
264.4344122657581,304.48427227257355,6,4.3,6,1,17.8,285
264.4344122657581,304.48427227257355,6,5.3,8,2,13.0,299
264.4344122657581,304.48427227257355,6,5.3,8,1,17.3,277
264.4344122657581,304.48427227257355,6,6.2,8,3,14.3,329
264.4344122657581,188.32645235620154,0,1.4,4,2,8.0,184
264.4344122657581,188.32645235620154,0,1.4,4,2,7.5,173
264.4344122657581,188.32645235620154,0,1.8,4,2,8.3,191
264.4344122657581,188.32645235620154,0,1.8,4,2,7.9,182
264.4344122657581,188.32645235620154,0,1.4,4,2,8.3,191
264.4344122657581,188.32645235620154,0,1.4,4,2,8.0,184
264.4344122657581,188.32645235620154,0,1.4,4,2,8.0,184
264.4344122657581,188.32645235620154,0,1.4,4,2,7.5,172
264.4344122657581,188.32645235620154,0,1.8,4,2,8.3,191
264.4344122657581,188.32645235620154,0,1.8,4,2,7.9,182
264.4344122657581,188.32645235620154,0,1.4,4,2,8.3,191
264.4344122657581,188.32645235620154,0,1.4,4,2,8.0,184
264.4344122657581,219.90724314982972,0,1.2,4,2,6.9,159
264.4344122657581,219.90724314982972,0,1.2,4,2,6.9,159
264.4344122657581,303.6007469543829,6,5.3,8,2,13.8,317
264.4344122657581,303.6007469543829,6,5.3,8,1,18.4,294
264.4344122657581,303.6007469543829,6,5.3,8,2,13.8,317
264.4344122657581,303.6007469543829,6,5.3,8,1,18.4,294
264.4344122657581,299.9114633972779,6,5.3,8,2,13.8,317
264.4344122657581,299.9114633972779,6,5.3,8,1,18.4,294
264.4344122657581,299.9114633972779,6,5.3,8,2,13.8,317
264.4344122657581,299.9114633972779,6,5.3,8,1,18.4,294
264.4344122657581,263.60621228577156,6,3.6,6,2,12.3,283
264.4344122657581,263.60621228577156,6,3.6,6,2,12.6,290
264.4344122657581,224.2198943661972,3,1.4,4,2,8.4,193
264.4344122657581,224.2198943661972,3,1.4,4,2,8.1,186
264.4344122657581,224.2198943661972,3,1.4,4,2,9.0,207
246.17537121397876,254.21364673218508,0,3.6,6,2,10.3,237
246.17537121397876,232.7399581620869,0,2.4,4,2,10.1,232
246.17537121397876,232.7399581620869,0,2.4,4,2,10.7,246
246.17537121397876,232.7399581620869,0,3.6,6,2,10.5,242
246.17537121397876,232.7399581620869,0,3.6,6,1,14.4,230
246.17537121397876,232.7399581620869,0,2.4,4,2,9.8,225
246.17537121397876,232.7399581620869,0,2.4,4,2,10.0,230
246.17537121397876,232.7399581620869,0,3.6,6,2,10.5,242
246.17537121397876,232.7399581620869,0,3.6,6,1,14.4,230
246.17537121397876,254.21364673218508,0,5.7,8,2,12.8,294
246.17537121397876,254.21364673218508,0,3.6,6,2,10.9,251
246.17537121397876,254.21364673218508,0,5.7,8,2,13.4,308
246.17537121397876,254.21364673218508,0,3.6,6,2,10.9,251
246.17537121397876,254.21364673218508,0,3.6,6,1,14.8,237
246.17537121397876,254.21364673218508,0,3.6,6,2,10.3,237
246.17537121397876,254.21364673218508,0,3.6,6,1,13.9,222
246.17537121397876,254.21364673218508,0,6.4,8,3,13.8,317
246.17537121397876,255.45149115672248,2,3.6,6,2,12.0,276
246.17537121397876,255.45149115672248,2,3.6,6,1,16.8,269
276.36178861394075,247.42505059739105,0,2.4,4,2,9.8,225
276.36178861394075,247.42505059739105,0,2.4,4,2,10.0,230
276.36178861394075,247.42505059739105,0,3.6,6,2,10.5,242
276.36178861394075,247.42505059739105,0,3.6,6,1,14.4,230
276.36178861394075,304.80540144185585,0,3.6,6,2,11.2,258
276.36178861394075,304.80540144185585,0,5.7,8,2,13.1,301
276.36178861394075,304.80540144185585,0,5.7,8,2,12.8,294
276.36178861394075,304.80540144185585,0,6.4,8,3,13.9,320
276.36178861394075,304.80540144185585,0,6.4,8,3,13.8,317
276.36178861394075,274.0080082781541,0,3.6,6,2,11.2,258
276.36178861394075,274.0080082781541,0,3.6,6,2,10.3,237
276.36178861394075,274.0080082781541,0,5.7,8,2,12.8,294
276.36178861394075,274.0080082781541,0,3.6,6,2,10.9,251
276.36178861394075,274.0080082781541,0,5.7,8,2,13.4,308
276.36178861394075,274.0080082781541,0,3.6,6,2,10.9,251
276.36178861394075,274.0080082781541,0,3.6,6,1,14.8,237
276.36178861394075,274.0080082781541,0,3.6,6,2,11.2,258
276.36178861394075,274.0080082781541,0,3.6,6,1,15.7,251
276.36178861394075,274.0080082781541,0,3.6,6,2,10.2,235
276.36178861394075,274.0080082781541,0,3.6,6,1,13.9,222
276.36178861394075,274.0080082781541,0,6.4,8,3,13.8,317
276.36178861394075,211.7130329754126,0,2.0,4,2,8.1,186
276.36178861394075,211.7130329754126,0,2.4,4,2,8.6,198
276.36178861394075,211.7130329754126,0,2.4,4,2,8.8,202
276.36178861394075,211.7130329754126,0,2.0,4,2,8.6,198
276.36178861394075,211.7130329754126,0,2.0,4,1,12.2,195
276.36178861394075,211.7130329754126,0,2.4,4,2,9.2,212
276.36178861394075,211.7130329754126,0,2.4,4,2,8.8,202
276.36178861394075,211.7130329754126,0,1.4,4,2,7.3,168
276.36178861394075,211.7130329754126,0,1.4,4,2,7.3,168
276.36178861394075,276.28576492579987,6,5.7,8,2,14.4,331
276.36178861394075,276.28576492579987,6,3.6,6,2,12.1,278
276.36178861394075,276.28576492579987,6,3.6,6,1,15.6,250
276.36178861394075,257.7705306840254,2,3.6,6,2,11.8,271
276.36178861394075,257.7705306840254,2,3.6,6,1,16.5,264
276.36178861394075,265.1865915545704,3,2.4,4,2,11.1,255
276.36178861394075,265.1865915545704,3,3.6,6,2,12.4,285
276.36178861394075,265.1865915545704,3,3.6,6,2,12.0,276
276.36178861394075,265.1865915545704,3,3.6,6,1,16.2,259
192.53635451100047,190.0636321680098,0,1.4,4,2,7.8,179
192.53635451100047,190.0636321680098,0,1.4,4,2,7.8,179
192.53635451100047,190.0636321680098,0,1.4,4,2,7.9,182
192.53635451100047,190.0636321680098,0,1.4,4,2,7.2,166
192.53635451100047,190.0636321680098,0,1.4,4,2,7.8,179
192.53635451100047,190.0636321680098,0,1.4,4,2,7.9,182
192.53635451100047,190.0636321680098,0,1.4,4,2,6.8,156
192.53635451100047,190.0636321680098,0,1.4,4,2,7.8,179
192.53635451100047,237.46337376168657,3,1.4,4,2,8.7,200
192.53635451100047,237.46337376168657,3,1.4,4,2,8.4,193
260.9888535031847,230.12350775716286,0,2.0,4,2,6.0,138
260.9888535031847,274.6396539665401,1,4.6,8,2,16.2,373
260.9888535031847,274.6396539665401,1,4.6,8,1,21.9,350
260.9888535031847,274.6396539665401,1,5.4,8,2,17.2,396
260.9888535031847,274.6396539665401,1,5.4,8,1,22.5,360
260.9888535031847,274.6396539665401,4,4.6,8,2,16.8,386
260.9888535031847,274.6396539665401,4,4.6,8,1,23.0,368
260.9888535031847,278.35392299623254,4,6.8,10,2,21.2,488
260.9888535031847,278.35392299623254,4,5.4,8,2,18.3,421
260.9888535031847,278.35392299623254,4,5.4,8,1,23.9,382
260.9888535031847,251.20547824361645,3,2.0,4,2,9.8,225
260.9888535031847,251.20547824361645,3,3.5,6,2,10.8,248
260.9888535031847,251.20547824361645,3,3.5,6,2,11.5,264
260.9888535031847,251.20547824361645,3,3.7,6,2,12.2,281
260.9888535031847,221.62555559466978,3,1.6,4,2,9.1,209
260.9888535031847,221.62555559466978,3,2.0,4,2,9.6,221
260.9888535031847,221.62555559466978,3,2.5,4,2,9.4,216
260.9888535031847,221.62555559466978,3,1.6,4,2,9.3,214
260.9888535031847,221.62555559466978,3,2.0,4,2,10.0,230
260.9888535031847,276.1466494045642,6,5.4,8,2,16.0,368
260.9888535031847,276.1466494045642,6,5.4,8,1,21.6,346
260.9888535031847,272.376490540067,6,2.0,4,2,10.2,235
260.9888535031847,272.376490540067,6,3.5,6,2,13.0,299
260.9888535031847,272.376490540067,6,3.5,6,2,11.9,274
260.9888535031847,272.376490540067,6,3.5,6,1,15.9,254
260.9888535031847,272.376490540067,6,3.5,6,2,12.5,288
260.9888535031847,272.376490540067,6,3.5,6,1,16.7,267
260.9888535031847,292.1413597000349,6,3.5,6,2,12.7,292
260.9888535031847,292.1413597000349,6,3.5,6,2,12.8,294
260.9888535031847,292.1413597000349,6,6.2,8,2,15.9,366
260.9888535031847,292.1413597000349,6,3.5,6,2,13.8,317
260.9888535031847,292.1413597000349,6,3.5,6,2,13.4,308
260.9888535031847,292.1413597000349,6,6.2,8,2,17.5,402
260.9888535031847,292.1413597000349,6,3.7,6,2,12.3,283
260.9888535031847,292.1413597000349,6,3.7,6,1,16.5,264
260.9888535031847,292.1413597000349,6,3.7,6,2,12.3,283
260.9888535031847,292.1413597000349,6,3.7,6,1,16.5,264
260.9888535031847,292.1413597000349,6,5.0,8,2,14.6,336
260.9888535031847,292.1413597000349,6,5.0,8,1,19.7,315
260.9888535031847,292.1413597000349,6,5.0,8,2,14.6,336
260.9888535031847,292.1413597000349,6,5.0,8,1,19.7,315
260.9888535031847,292.1413597000349,6,3.7,6,2,13.4,308
260.9888535031847,292.1413597000349,6,3.7,6,1,18.0,288
260.9888535031847,292.1413597000349,6,3.7,6,2,13.4,308
260.9888535031847,292.1413597000349,6,3.7,6,1,18.0,288
260.9888535031847,292.1413597000349,6,5.0,8,2,14.9,343
260.9888535031847,292.1413597000349,6,5.0,8,1,20.0,320
260.9888535031847,292.1413597000349,6,5.0,8,2,14.8,340
260.9888535031847,292.1413597000349,6,5.0,8,1,19.9,318
260.9888535031847,292.1413597000349,6,6.2,8,2,18.0,414
260.9888535031847,206.0086386054291,0,1.6,4,2,7.6,175
260.9888535031847,206.0086386054291,0,1.6,4,2,7.6,175
260.9888535031847,206.0086386054291,0,1.0,4,2,6.6,152
260.9888535031847,206.0086386054291,0,1.6,4,2,7.0,161
260.9888535031847,206.0086386054291,0,1.6,4,2,8.0,184
260.9888535031847,271.9822724700464,6,3.5,6,2,11.5,264
260.9888535031847,271.9822724700464,6,3.5,6,2,12.1,278
260.9888535031847,271.9822724700464,6,3.5,6,2,12.8,294
260.9888535031847,191.41378086318718,0,2.0,4,2,8.9,205
260.9888535031847,191.41378086318718,0,2.0,4,2,7.7,177
260.9888535031847,191.41378086318718,0,2.0,4,1,10.3,165
260.9888535031847,191.41378086318718,0,2.0,4,2,7.8,179
260.9888535031847,191.41378086318718,0,2.0,4,1,10.3,165
260.9888535031847,191.41378086318718,0,2.0,4,2,8.0,184
260.9888535031847,191.41378086318718,0,2.0,4,1,10.6,170
260.9888535031847,191.41378086318718,0,2.0,4,2,7.2,166
260.9888535031847,191.41378086318718,0,2.0,4,1,10.1,162
260.9888535031847,205.98193007473378,0,1.5,4,2,8.5,196
260.9888535031847,205.98193007473378,0,1.6,4,2,8.1,186
260.9888535031847,205.98193007473378,0,2.0,4,2,9.0,207
260.9888535031847,205.98193007473378,0,2.5,4,2,8.9,205
260.9888535031847,205.98193007473378,0,1.5,4,2,8.1,186
260.9888535031847,205.98193007473378,0,2.0,4,2,9.4,216
260.9888535031847,205.98193007473378,0,2.0,4,2,5.5,126
260.9888535031847,268.5260534402712,0,3.7,6,2,10.2,235
260.9888535031847,268.5260534402712,0,3.7,6,2,10.6,244
260.9888535031847,268.5260534402712,0,5.0,8,2,11.5,264
260.9888535031847,268.5260534402712,0,5.0,8,2,12.7,292
260.9888535031847,268.5260534402712,0,5.8,8,3,13.2,304
260.9888535031847,268.5260534402712,0,3.7,6,2,10.6,244
260.9888535031847,258.8699115564152,0,2.0,4,2,9.1,209
260.9888535031847,258.8699115564152,0,3.5,6,2,11.8,271
260.9888535031847,258.8699115564152,0,3.5,6,2,10.3,237
260.9888535031847,258.8699115564152,0,3.5,6,1,14.3,229
260.9888535031847,258.8699115564152,0,3.5,6,2,11.2,258
260.9888535031847,258.8699115564152,0,3.5,6,1,15.7,251
260.9888535031847,234.41163783494721,3,1.6,4,2,9.5,218
260.9888535031847,234.41163783494721,3,2.5,4,2,9.9,228
260.9888535031847,234.41163783494721,3,1.6,4,2,10.1,232
260.9888535031847,234.41163783494721,3,2.5,4,2,10.4,239
299.91768292682724,258.5679176215394,6,3.6,6,2,12.3,283
299.91768292682724,258.5679176215394,6,3.6,6,2,12.9,297
