make,model,vehicle_class,engine_size,cylinders,fuel_type,fuel_consumption_comb,co2_emissions
AUDI,RS,cluster0,4.0,8,Z,12.5,293
AUDI,S4,cluster0,3.0,6,Z,11.4,262
AUDI,S4,cluster0,3.0,6,Z,12.4,285
AUDI,S5,cluster0,3.0,6,Z,11.4,262
AUDI,S5,cluster0,3.0,6,Z,12.4,285
AUDI,S5,cluster0,3.0,6,Z,11.6,267
AUDI,S6,cluster0,4.0,8,Z,12.2,281
AUDI,S7,cluster0,4.0,8,Z,12.2,281
AUDI,S8,cluster0,4.0,8,Z,12.8,300
AUDI,Q5,cluster3,3.0,6,Z,12.7,292
AUDI,TT,cluster0,2.0,4,Z,9.1,209
AUDI,TT,cluster5,2.0,4,Z,9.1,209
AUDI,TTS,cluster0,2.0,4,Z,10.3,237
AUDI,TTS,cluster5,2.0,4,Z,10.3,237
others,CONTINENTAL,cluster0,4.0,8,Z,13.4,314
others,CONTINENTAL,cluster0,6.0,12,Z,15.5,356
others,CONTINENTAL,cluster0,4.0,8,Z,14.2,332
others,CONTINENTAL,cluster0,6.0,12,Z,16.5,380
others,CONTINENTAL,cluster0,6.0,12,Z,16.5,380
others,FLYING SPUR,cluster0,6.0,12,Z,16.5,388
others,MULSANNE,cluster0,6.8,8,Z,19.0,437
BMW,I series,cluster0,2.0,4,Z,8.4,193
BMW,I series,cluster0,2.0,4,Z,8.7,200
BMW,I series,cluster0,2.0,4,Z,8.8,202
BMW,D series,cluster0,2.0,4,D,6.7,181
BMW,D series,cluster3,2.0,4,D,6.7,181
BMW,I series,cluster0,2.0,4,Z,8.4,193
BMW,I series,cluster0,2.0,4,Z,8.7,200
BMW,I series,cluster0,2.0,4,Z,9.1,209
BMW,I series,cluster0,2.0,4,Z,9.1,209
BMW,I series,cluster3,2.0,4,Z,9.1,209
BMW,I series,cluster0,3.0,6,Z,9.6,221
BMW,I series,cluster0,3.0,6,Z,10.0,230
BMW,I series,cluster0,3.0,6,Z,9.9,228
BMW,I series,cluster0,3.0,6,Z,10.3,237
BMW,I series,cluster0,3.0,6,Z,10.1,232
BMW,I series,cluster0,2.0,4,Z,8.4,193
BMW,I series,cluster0,2.0,4,Z,8.7,200
BMW,I series,cluster0,2.0,4,Z,9.1,209
BMW,I series,cluster0,3.0,6,Z,9.6,221
BMW,I series,cluster0,3.0,6,Z,10.0,230
BMW,I series,cluster0,3.0,6,Z,9.9,228
BMW,I series,cluster0,3.0,6,Z,10.3,237
BMW,I series,cluster0,2.0,4,Z,8.8,202
BMW,I series,cluster0,2.0,4,Z,9.1,209
BMW,D series,cluster0,3.0,6,D,7.9,213
BMW,I series,cluster0,3.0,6,Z,10.1,232
BMW,I series,cluster0,3.0,6,Z,10.7,246
BMW,I series,cluster0,4.4,8,Z,12.2,281
BMW,I series,cluster0,4.4,8,Z,12.7,292
BMW,I series,cluster0,3.0,6,Z,10.1,232
BMW,I series,cluster0,4.4,8,Z,12.7,292
BMW,I series,cluster0,4.4,8,Z,12.2,281
BMW,I series,cluster0,4.4,8,Z,12.7,292
BMW,I series,cluster0,3.0,6,Z,10.7,246
BMW,I series,cluster0,4.4,8,Z,12.7,292
BMW,I series,cluster0,4.4,8,Z,12.7,292
BMW,I series,cluster0,6.0,12,Z,15.5,356
BMW,ACTIVEHYBRID,cluster0,3.0,6,Z,8.3,191
BMW,ACTIVEHYBRID,cluster0,3.0,6,Z,9.3,214
BMW,ACTIVEHYBRID,cluster0,3.0,6,Z,9.2,212
BMW,ALPINA,cluster0,4.4,8,Z,12.7,292
BMW,ALPINA,cluster0,4.4,8,Z,12.7,292
BMW,M series,cluster0,4.4,8,Z,14.7,338
BMW,M series,cluster0,4.4,8,Z,13.8,317
BMW,M series,cluster0,4.4,8,Z,14.7,338
BMW,M series,cluster0,4.4,8,Z,13.8,317
BMW,M series,cluster0,4.4,8,Z,14.7,338
BMW,M series,cluster0,4.4,8,Z,13.8,317
BMW,M series,cluster0,4.4,8,Z,14.7,338
BMW,M series,cluster0,4.4,8,Z,13.8,317
BMW,X series,cluster3,2.0,4,Z,9.1,209
BMW,X series,cluster3,3.0,6,Z,11.3,260
BMW,X series,cluster3,2.0,4,Z,10.0,230
BMW,X series,cluster3,3.0,6,Z,11.0,253
BMW,X series,cluster6,3.0,6,Z,11.1,255
BMW,X series,cluster6,4.4,8,Z,13.9,320
BMW,X series,cluster6,4.4,8,Z,16.1,370
BMW,X series,cluster6,3.0,6,Z,11.9,274
BMW,X series,cluster6,4.4,8,Z,14.1,324
BMW,Z series,cluster5,2.0,4,Z,9.1,209
BMW,Z series,cluster5,2.0,4,Z,8.7,200
BMW,Z series,cluster5,3.0,6,Z,12.1,278
BMW,Z series,cluster5,3.0,6,Z,11.0,253
BMW,Z series,cluster5,3.0,6,Z,12.1,278
BUICK,ENCLAVE,cluster6,3.6,6,X,12.3,283
BUICK,ENCLAVE,cluster6,3.6,6,X,12.6,290
BUICK,ENCORE,cluster3,1.4,4,X,8.5,196
BUICK,ENCORE,cluster3,1.4,4,X,9.2,212
BUICK,LACROSSE,cluster0,3.6,6,X,11.5,264
BUICK,LACROSSE,cluster0,3.6,6,E,15.6,250
BUICK,LACROSSE,cluster0,3.6,6,X,11.5,264
BUICK,LACROSSE,cluster0,3.6,6,E,16.5,264
BUICK,LACROSSE,cluster0,2.4,4,X,8.2,189
BUICK,REGAL,cluster0,2.0,4,Z,9.9,228
BUICK,REGAL,cluster0,2.0,4,Z,9.8,225
BUICK,REGAL,cluster0,2.0,4,Z,10.7,246
BUICK,REGAL,cluster0,2.4,4,X,8.2,189
BUICK,VERANO,cluster0,2.0,4,Z,9.9,228
BUICK,VERANO,cluster0,2.0,4,Z,9.8,225
BUICK,VERANO,cluster0,2.4,4,X,9.5,218
CADILLAC,ATS,cluster0,2.0,4,Z,9.6,221
CADILLAC,ATS,cluster0,2.0,4,Z,10.2,235
CADILLAC,ATS,cluster0,2.5,4,X,9.0,207
CADILLAC,ATS,cluster0,3.6,6,X,10.9,251
CADILLAC,ATS,cluster0,2.0,4,Z,10.1,232
CADILLAC,ATS,cluster0,3.6,6,X,11.3,260
CADILLAC,CTS,cluster0,3.6,6,X,11.2,258
CADILLAC,CTS,cluster0,3.6,6,X,11.4,262
CADILLAC,CTS,cluster0,2.0,4,Z,10.1,232
CADILLAC,CTS,cluster0,3.6,6,X,10.8,248
CADILLAC,CTS,cluster0,2.0,4,Z,10.8,248
CADILLAC,CTS,cluster0,3.6,6,X,11.3,260
CADILLAC,CTS,cluster0,3.6,6,Z,12.8,294
CADILLAC,CTS,cluster3,3.0,6,X,11.0,253
CADILLAC,CTS,cluster3,3.6,6,X,11.3,260
CADILLAC,CTS,cluster3,3.0,6,X,11.1,255
CADILLAC,CTS,cluster3,3.6,6,X,11.4,262
CADILLAC,CTS,cluster0,6.2,8,Z,16.6,382
CADILLAC,CTS,cluster0,6.2,8,Z,14.8,340
CADILLAC,CTS,cluster0,6.2,8,Z,16.6,382
CADILLAC,CTS,cluster0,6.2,8,Z,14.8,340
CADILLAC,CTS,cluster3,6.2,8,Z,16.6,382
CADILLAC,CTS,cluster3,6.2,8,Z,14.8,340
CADILLAC,ESCALADE,cluster6,6.2,8,Z,14.7,338
CADILLAC,ESCALADE,cluster6,6.2,8,E,20.1,322
CADILLAC,ESCALADE,cluster6,6.2,8,Z,16.4,377
CADILLAC,ESCALADE,cluster6,6.2,8,E,22.1,354
CADILLAC,SRX,cluster6,3.6,6,X,12.3,283
CADILLAC,SRX,cluster6,3.6,6,X,12.8,294
CADILLAC,XTS,cluster0,3.6,6,X,11.4,262
CADILLAC,XTS,cluster0,3.6,6,X,11.8,271
CADILLAC,XTS,cluster0,3.6,6,Z,12.6,290
CHEVROLET,CAMARO,cluster0,3.6,6,X,11.2,258
CHEVROLET,CAMARO,cluster0,3.6,6,X,11.7,269
CHEVROLET,CAMARO,cluster0,3.6,6,X,10.5,242
CHEVROLET,CAMARO,cluster0,6.2,8,Z,12.8,294
CHEVROLET,CAMARO,cluster0,6.2,8,Z,12.7,292
CHEVROLET,CAMARO,cluster0,6.2,8,Z,16.6,382
CHEVROLET,CAMARO,cluster0,6.2,8,Z,14.8,340
CHEVROLET,CORVETTE,cluster5,6.2,8,Z,12.0,276
CHEVROLET,CORVETTE,cluster5,6.2,8,Z,11.2,258
CHEVROLET,CRUZE,cluster0,1.4,4,X,7.8,179
CHEVROLET,CRUZE,cluster0,1.4,4,X,7.8,179
CHEVROLET,CRUZE,cluster0,1.8,4,X,8.8,202
CHEVROLET,CRUZE,cluster0,1.8,4,X,8.2,189
CHEVROLET,CRUZE,cluster0,2.0,4,D,7.1,192
CHEVROLET,CRUZE,cluster0,1.4,4,X,7.7,177
CHEVROLET,CRUZE,cluster0,1.4,4,X,7.1,163
CHEVROLET,EQUINOX,cluster3,2.4,4,X,9.1,209
CHEVROLET,EQUINOX,cluster3,3.6,6,X,12.0,276
CHEVROLET,EQUINOX,cluster3,3.6,6,E,16.2,259
CHEVROLET,EQUINOX,cluster3,2.4,4,X,10.0,230
CHEVROLET,EQUINOX,cluster3,3.6,6,X,12.6,290
CHEVROLET,EQUINOX,cluster3,3.6,6,E,17.0,272
CHEVROLET,EXPRESS,cluster1,4.3,6,X,15.1,347
CHEVROLET,EXPRESS,cluster1,5.3,8,X,15.9,366
CHEVROLET,EXPRESS,cluster1,5.3,8,E,20.9,334
CHEVROLET,EXPRESS,cluster1,5.3,8,X,16.5,380
CHEVROLET,EXPRESS,cluster1,5.3,8,E,21.5,344
CHEVROLET,EXPRESS,cluster1,5.3,8,X,16.5,380
CHEVROLET,EXPRESS,cluster1,5.3,8,E,21.5,344
CHEVROLET,EXPRESS,cluster1,5.3,8,X,16.5,380
CHEVROLET,EXPRESS,cluster1,5.3,8,E,22.6,362
CHEVROLET,EXPRESS,cluster4,5.3,8,X,16.5,380
CHEVROLET,EXPRESS,cluster4,5.3,8,E,21.5,344
CHEVROLET,EXPRESS,cluster4,5.3,8,X,16.5,380
CHEVROLET,EXPRESS,cluster4,5.3,8,E,22.6,362
CHEVROLET,EXPRESS,cluster4,4.8,8,X,18.0,414
CHEVROLET,EXPRESS,cluster4,6.0,8,X,18.8,432
CHEVROLET,EXPRESS,cluster4,6.0,8,E,25.7,411
CHEVROLET,EXPRESS,cluster4,4.8,8,X,18.2,419
CHEVROLET,EXPRESS,cluster4,6.0,8,X,18.9,435
CHEVROLET,EXPRESS,cluster4,6.0,8,E,25.8,413
CHEVROLET,IMPALA,cluster0,2.5,4,X,9.6,221
CHEVROLET,IMPALA,cluster0,3.6,6,X,10.6,244
CHEVROLET,IMPALA,cluster0,3.6,6,E,14.3,229
CHEVROLET,IMPALA,cluster0,2.4,4,X,8.7,200
CHEVROLET,MALIBU,cluster0,2.0,4,Z,9.9,228
CHEVROLET,MALIBU,cluster0,2.5,4,X,8.0,184
CHEVROLET,ORLANDO,cluster3,2.4,4,X,10.6,244
CHEVROLET,ORLANDO,cluster3,2.4,4,X,10.2,235
CHEVROLET,SILVERADO,cluster6,4.3,6,X,11.8,271
CHEVROLET,SILVERADO,cluster6,4.3,6,E,16.8,269
CHEVROLET,SILVERADO,cluster6,5.3,8,X,12.7,292
CHEVROLET,SILVERADO,cluster6,5.3,8,E,16.9,270
CHEVROLET,SILVERADO,cluster6,6.2,8,Z,14.1,324
CHEVROLET,SILVERADO,cluster6,4.3,6,X,12.6,290
CHEVROLET,SILVERADO,cluster6,4.3,6,E,17.8,285
CHEVROLET,SILVERADO,cluster6,5.3,8,X,13.0,299
CHEVROLET,SILVERADO,cluster6,5.3,8,E,17.3,277
CHEVROLET,SILVERADO,cluster6,6.2,8,Z,14.3,329
CHEVROLET,SONIC,cluster0,1.4,4,X,8.0,184
CHEVROLET,SONIC,cluster0,1.4,4,X,7.5,173
CHEVROLET,SONIC,cluster0,1.8,4,X,8.3,191
CHEVROLET,SONIC,cluster0,1.8,4,X,7.9,182
CHEVROLET,SONIC,cluster0,1.4,4,X,8.3,191
CHEVROLET,SONIC,cluster0,1.4,4,X,8.0,184
CHEVROLET,SONIC,cluster0,1.4,4,X,8.0,184
CHEVROLET,SONIC,cluster0,1.4,4,X,7.5,172
CHEVROLET,SONIC,cluster0,1.8,4,X,8.3,191
CHEVROLET,SONIC,cluster0,1.8,4,X,7.9,182
CHEVROLET,SONIC,cluster0,1.4,4,X,8.3,191
CHEVROLET,SONIC,cluster0,1.4,4,X,8.0,184
CHEVROLET,SPARK,cluster0,1.2,4,X,6.9,159
CHEVROLET,SPARK,cluster0,1.2,4,X,6.9,159
CHEVROLET,SUBURBAN,cluster6,5.3,8,X,13.8,317
CHEVROLET,SUBURBAN,cluster6,5.3,8,E,18.4,294
CHEVROLET,SUBURBAN,cluster6,5.3,8,X,13.8,317
CHEVROLET,SUBURBAN,cluster6,5.3,8,E,18.4,294
CHEVROLET,TAHOE,cluster6,5.3,8,X,13.8,317
CHEVROLET,TAHOE,cluster6,5.3,8,E,18.4,294
CHEVROLET,TAHOE,cluster6,5.3,8,X,13.8,317
CHEVROLET,TAHOE,cluster6,5.3,8,E,18.4,294
CHEVROLET,TRAVERSE,cluster6,3.6,6,X,12.3,283
CHEVROLET,TRAVERSE,cluster6,3.6,6,X,12.6,290
CHEVROLET,TRAX,cluster3,1.4,4,X,8.4,193
CHEVROLET,TRAX,cluster3,1.4,4,X,8.1,186
CHEVROLET,TRAX,cluster3,1.4,4,X,9.0,207
CHRYSLER,300,cluster0,3.6,6,X,10.3,237
CHRYSLER,200,cluster0,2.4,4,X,10.1,232
CHRYSLER,200,cluster0,2.4,4,X,10.7,246
CHRYSLER,200,cluster0,3.6,6,X,10.5,242
CHRYSLER,200,cluster0,3.6,6,E,14.4,230
CHRYSLER,200,cluster0,2.4,4,X,9.8,225
CHRYSLER,200,cluster0,2.4,4,X,10.0,230
CHRYSLER,200,cluster0,3.6,6,X,10.5,242
CHRYSLER,200,cluster0,3.6,6,E,14.4,230
CHRYSLER,300,cluster0,5.7,8,X,12.8,294
CHRYSLER,300,cluster0,3.6,6,X,10.9,251
CHRYSLER,300,cluster0,5.7,8,X,13.4,308
CHRYSLER,300,cluster0,3.6,6,X,10.9,251
CHRYSLER,300,cluster0,3.6,6,E,14.8,237
CHRYSLER,300,cluster0,3.6,6,X,10.3,237
CHRYSLER,300,cluster0,3.6,6,E,13.9,222
CHRYSLER,300,cluster0,6.4,8,Z,13.8,317
CHRYSLER,TOWN & COUNTRY,cluster2,3.6,6,X,12.0,276
CHRYSLER,TOWN & COUNTRY,cluster2,3.6,6,E,16.8,269
DODGE,AVENGER,cluster0,2.4,4,X,9.8,225
DODGE,AVENGER,cluster0,2.4,4,X,10.0,230
DODGE,AVENGER,cluster0,3.6,6,X,10.5,242
DODGE,AVENGER,cluster0,3.6,6,E,14.4,230
DODGE,CHALLENGER,cluster0,3.6,6,X,11.2,258
DODGE,CHALLENGER,cluster0,5.7,8,X,13.1,301
DODGE,CHALLENGER,cluster0,5.7,8,X,12.8,294
DODGE,CHALLENGER,cluster0,6.4,8,Z,13.9,320
DODGE,CHALLENGER,cluster0,6.4,8,Z,13.8,317
DODGE,CHARGER,cluster0,3.6,6,X,11.2,258
DODGE,CHARGER,cluster0,3.6,6,X,10.3,237
DODGE,CHARGER,cluster0,5.7,8,X,12.8,294
DODGE,CHARGER,cluster0,3.6,6,X,10.9,251
DODGE,CHARGER,cluster0,5.7,8,X,13.4,308
DODGE,CHARGER,cluster0,3.6,6,X,10.9,251
DODGE,CHARGER,cluster0,3.6,6,E,14.8,237
DODGE,CHARGER,cluster0,3.6,6,X,11.2,258
DODGE,CHARGER,cluster0,3.6,6,E,15.7,251
DODGE,CHARGER,cluster0,3.6,6,X,10.2,235
DODGE,CHARGER,cluster0,3.6,6,E,13.9,222
DODGE,CHARGER,cluster0,6.4,8,Z,13.8,317
DODGE,DART,cluster0,2.0,4,X,8.1,186
DODGE,DART,cluster0,2.4,4,X,8.6,198
DODGE,DART,cluster0,2.4,4,X,8.8,202
DODGE,DART,cluster0,2.0,4,X,8.6,198
DODGE,DART,cluster0,2.0,4,E,12.2,195
DODGE,DART,cluster0,2.4,4,X,9.2,212
DODGE,DART,cluster0,2.4,4,X,8.8,202
DODGE,DART,cluster0,1.4,4,X,7.3,168
DODGE,DART,cluster0,1.4,4,X,7.3,168
DODGE,DURANGO,cluster6,5.7,8,X,14.4,331
DODGE,DURANGO,cluster6,3.6,6,X,12.1,278
DODGE,DURANGO,cluster6,3.6,6,E,15.6,250
DODGE,CARAVAN,cluster2,3.6,6,X,11.8,271
DODGE,CARAVAN,cluster2,3.6,6,E,16.5,264
DODGE,JOURNEY,cluster3,2.4,4,X,11.1,255
DODGE,JOURNEY,cluster3,3.6,6,X,12.4,285
DODGE,JOURNEY,cluster3,3.6,6,X,12.0,276
DODGE,JOURNEY,cluster3,3.6,6,E,16.2,259
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500,cluster0,1.4,4,X,7.9,182
FIAT,500,cluster0,1.4,4,X,7.2,166
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500,cluster0,1.4,4,X,7.9,182
FIAT,500,cluster0,1.4,4,X,6.8,156
FIAT,500,cluster0,1.4,4,X,7.8,179
FIAT,500L,cluster3,1.4,4,X,8.7,200
FIAT,500L,cluster3,1.4,4,X,8.4,193
FORD,C-MAX,cluster0,2.0,4,X,6.0,138
FORD,E150,cluster1,4.6,8,X,16.2,373
FORD,E150,cluster1,4.6,8,E,21.9,350
FORD,E150,cluster1,5.4,8,X,17.2,396
FORD,E150,cluster1,5.4,8,E,22.5,360
FORD,E150,cluster4,4.6,8,X,16.8,386
FORD,E150,cluster4,4.6,8,E,23.0,368
FORD,E350,cluster4,6.8,10,X,21.2,488
FORD,E350,cluster4,5.4,8,X,18.3,421
FORD,E350,cluster4,5.4,8,E,23.9,382
FORD,EDGE,cluster3,2.0,4,X,9.8,225
FORD,EDGE,cluster3,3.5,6,X,10.8,248
FORD,EDGE,cluster3,3.5,6,X,11.5,264
FORD,EDGE,cluster3,3.7,6,X,12.2,281
FORD,ESCAPE,cluster3,1.6,4,X,9.1,209
FORD,ESCAPE,cluster3,2.0,4,X,9.6,221
FORD,ESCAPE,cluster3,2.5,4,X,9.4,216
FORD,ESCAPE,cluster3,1.6,4,X,9.3,214
FORD,ESCAPE,cluster3,2.0,4,X,10.0,230
FORD,EXPEDITION,cluster6,5.4,8,X,16.0,368
FORD,EXPEDITION,cluster6,5.4,8,E,21.6,346
FORD,EXPLORER,cluster6,2.0,4,X,10.2,235
FORD,EXPLORER,cluster6,3.5,6,X,13.0,299
FORD,EXPLORER,cluster6,3.5,6,X,11.9,274
FORD,EXPLORER,cluster6,3.5,6,E,15.9,254
FORD,EXPLORER,cluster6,3.5,6,X,12.5,288
FORD,EXPLORER,cluster6,3.5,6,E,16.7,267
FORD,F-150,cluster6,3.5,6,X,12.7,292
FORD,F-150,cluster6,3.5,6,X,12.8,294
FORD,F-150,cluster6,6.2,8,X,15.9,366
FORD,F-150,cluster6,3.5,6,X,13.8,317
FORD,F-150,cluster6,3.5,6,X,13.4,308
FORD,F-150,cluster6,6.2,8,X,17.5,402
FORD,F-150,cluster6,3.7,6,X,12.3,283
FORD,F-150,cluster6,3.7,6,E,16.5,264
FORD,F-150,cluster6,3.7,6,X,12.3,283
FORD,F-150,cluster6,3.7,6,E,16.5,264
FORD,F-150,cluster6,5.0,8,X,14.6,336
FORD,F-150,cluster6,5.0,8,E,19.7,315
FORD,F-150,cluster6,5.0,8,X,14.6,336
FORD,F-150,cluster6,5.0,8,E,19.7,315
FORD,F-150,cluster6,3.7,6,X,13.4,308
FORD,F-150,cluster6,3.7,6,E,18.0,288
FORD,F-150,cluster6,3.7,6,X,13.4,308
FORD,F-150,cluster6,3.7,6,E,18.0,288
FORD,F-150,cluster6,5.0,8,X,14.9,343
FORD,F-150,cluster6,5.0,8,E,20.0,320
FORD,F-150,cluster6,5.0,8,X,14.8,340
FORD,F-150,cluster6,5.0,8,E,19.9,318
FORD,F-150,cluster6,6.2,8,X,18.0,414
FORD,FIESTA,cluster0,1.6,4,X,7.6,175
FORD,FIESTA,cluster0,1.6,4,X,7.6,175
FORD,FIESTA,cluster0,1.0,4,X,6.6,152
FORD,FIESTA,cluster0,1.6,4,X,7.0,161
FORD,FIESTA,cluster0,1.6,4,X,8.0,184
FORD,FLEX,cluster6,3.5,6,X,11.5,264
FORD,FLEX,cluster6,3.5,6,X,12.1,278
FORD,FLEX,cluster6,3.5,6,X,12.8,294
FORD,FOCUS,cluster0,2.0,4,X,8.9,205
FORD,FOCUS,cluster0,2.0,4,X,7.7,177
FORD,FOCUS,cluster0,2.0,4,E,10.3,165
FORD,FOCUS,cluster0,2.0,4,X,7.8,179
FORD,FOCUS,cluster0,2.0,4,E,10.3,165
FORD,FOCUS,cluster0,2.0,4,X,8.0,184
FORD,FOCUS,cluster0,2.0,4,E,10.6,170
FORD,FOCUS,cluster0,2.0,4,X,7.2,166
FORD,FOCUS,cluster0,2.0,4,E,10.1,162
FORD,FUSION,cluster0,1.5,4,X,8.5,196
FORD,FUSION,cluster0,1.6,4,X,8.1,186
FORD,FUSION,cluster0,2.0,4,X,9.0,207
FORD,FUSION,cluster0,2.5,4,X,8.9,205
FORD,FUSION,cluster0,1.5,4,X,8.1,186
FORD,FUSION,cluster0,2.0,4,X,9.4,216
FORD,FUSION,cluster0,2.0,4,X,5.5,126
FORD,MUSTANG,cluster0,3.7,6,X,10.2,235
FORD,MUSTANG,cluster0,3.7,6,X,10.6,244
FORD,MUSTANG,cluster0,5.0,8,X,11.5,264
FORD,MUSTANG,cluster0,5.0,8,X,12.7,292
FORD,MUSTANG,cluster0,5.8,8,Z,13.2,304
FORD,MUSTANG,cluster0,3.7,6,X,10.6,244
FORD,TAURUS,cluster0,2.0,4,X,9.1,209
FORD,TAURUS,cluster0,3.5,6,X,11.8,271
FORD,TAURUS,cluster0,3.5,6,X,10.3,237
FORD,TAURUS,cluster0,3.5,6,E,14.3,229
FORD,TAURUS,cluster0,3.5,6,X,11.2,258
FORD,TAURUS,cluster0,3.5,6,E,15.7,251
FORD,TRANSIT CONNECT,cluster3,1.6,4,X,9.5,218
FORD,TRANSIT CONNECT,cluster3,2.5,4,X,9.9,228
FORD,TRANSIT CONNECT,cluster3,1.6,4,X,10.1,232
FORD,TRANSIT CONNECT,cluster3,2.5,4,X,10.4,239
GMC,ACADIA,cluster6,3.6,6,X,12.3,283
GMC,ACADIA,cluster6,3.6,6,X,12.9,297
GMC,SAVANA,cluster1,4.3,6,X,15.1,347
GMC,SAVANA,cluster1,5.3,8,X,15.9,366
GMC,SAVANA,cluster1,5.3,8,E,20.9,334
GMC,SAVANA,cluster1,5.3,8,X,16.5,380
GMC,SAVANA,cluster1,5.3,8,E,21.5,344
GMC,SAVANA,cluster1,5.3,8,X,16.5,380
GMC,SAVANA,cluster1,5.3,8,E,21.5,344
GMC,SAVANA,cluster1,5.3,8,X,16.5,380
GMC,SAVANA,cluster1,5.3,8,E,22.6,362
GMC,SAVANA,cluster4,5.3,8,X,16.5,380
GMC,SAVANA,cluster4,5.3,8,E,21.5,344
GMC,SAVANA,cluster4,5.3,8,X,16.5,380
GMC,SAVANA,cluster4,5.3,8,E,22.6,362
GMC,SAVANA,cluster4,4.8,8,X,18.0,414
GMC,SAVANA,cluster4,6.0,8,X,18.8,432
GMC,SAVANA,cluster4,6.0,8,E,25.7,411
GMC,SAVANA,cluster4,4.8,8,X,18.2,419
GMC,SAVANA,cluster4,6.0,8,X,18.9,435
GMC,SAVANA,cluster4,6.0,8,E,25.8,413
GMC,SIERRA,cluster6,4.3,6,X,11.8,271
GMC,SIERRA,cluster6,4.3,6,E,16.8,269
GMC,SIERRA,cluster6,5.3,8,X,12.7,292
GMC,SIERRA,cluster6,5.3,8,E,16.9,270
GMC,SIERRA,cluster6,6.2,8,Z,14.1,324
GMC,SIERRA,cluster6,4.3,6,X,12.6,290
GMC,SIERRA,cluster6,4.3,6,E,17.8,285
GMC,SIERRA,cluster6,5.3,8,X,13.0,299
GMC,SIERRA,cluster6,5.3,8,E,17.3,277
GMC,SIERRA,cluster6,6.2,8,Z,14.3,329
GMC,TERRAIN,cluster3,2.4,4,X,9.1,209
GMC,TERRAIN,cluster3,3.6,6,X,12.0,276
GMC,TERRAIN,cluster3,3.6,6,E,16.2,259
GMC,TERRAIN,cluster3,2.4,4,X,10.0,230
GMC,TERRAIN,cluster3,3.6,6,X,12.6,290
GMC,TERRAIN,cluster3,3.6,6,E,17.0,272
